Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
NAC,North America and the Caribbean,CAN,Canada,1962,Female,Age70_74,[70-74],4419.0,61.83013852,,2110.3151862
NAC,North America and the Caribbean,CAN,Canada,1962,Female,Age75_79,[75-79],5547.0,66.15384615,,3809.7527473
NAC,North America and the Caribbean,CAN,Canada,1962,Female,Age80_84,[80-84],5561.0,68.51053345,,6848.5221675
NAC,North America and the Caribbean,CAN,Canada,1962,Female,Age_unknown,[Unknown],2.0,66.66666667,,
NAC,North America and the Caribbean,CAN,Canada,1962,Female,Age85_over,[85+],6575.0,70.38860936,,13641.078838
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age75_79,[75-79],12641.0,62.43085737,,4358.9655172
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age80_84,[80-84],11781.0,64.94845361,,7372.3404255
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age_all,[All],72498.0,49.19554581,427.18509345,383.66850127
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age00,[0],31.0,0.25264874,,6.70850465
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age01_04,[1-4],18.0,0.91743119,,0.98532954
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age05_09,[5-9],20.0,1.67084378,,0.93214019
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age10_14,[10-14],30.0,3.6900369,,1.52671756
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age15_19,[15-19],57.0,4.19426049,,3.56205474
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age20_24,[20-24],76.0,5.04648074,,6.05432964
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age25_29,[25-29],98.0,7.35183796,,8.31777287
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age30_34,[30-34],237.0,15.06675143,,19.03920309
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age35_39,[35-39],517.0,22.58628222,,40.29932185
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age40_44,[40-44],1039.0,32.52974327,,88.47070845
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age45_49,[45-49],1865.0,39.31281619,,178.31532651
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age50_54,[50-54],2994.0,44.66656721,,327.28465238
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age55_59,[55-59],4293.0,48.78409091,,572.55268071
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age60_64,[60-64],6000.0,52.85412262,,986.84210526
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age65_69,[65-69],7947.0,56.86176302,,1598.0293585
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age70_74,[70-74],10605.0,59.85776373,,2615.9348791
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age_unknown,[Unknown],7.0,43.75,,
NAC,North America and the Caribbean,CAN,Canada,1963,All,Age85_over,[85+],12242.0,67.35255282,,13647.714604
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age75_79,[75-79],6943.0,60.67464826,,5005.7678443
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age_unknown,[Unknown],5.0,45.45454545,,
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age80_84,[80-84],5853.0,62.3521892,,7793.608522
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age_all,[All],41757.0,48.61060989,510.27055396,437.96148683
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age00,[0],16.0,0.22602062,,6.76818951
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age01_04,[1-4],12.0,1.04986877,,1.28438403
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age05_09,[5-9],10.0,1.37741047,,0.91116173
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age10_14,[10-14],19.0,3.53817505,,1.89130002
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age15_19,[15-19],30.0,3.27153762,,3.67376929
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age20_24,[20-24],41.0,3.68043088,,6.55685271
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age25_29,[25-29],59.0,6.37149028,,9.95948683
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age30_34,[30-34],154.0,14.95145631,,24.32090967
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age35_39,[35-39],361.0,25.06944444,,56.35341867
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age40_44,[40-44],790.0,39.87884907,,135.41309565
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age45_49,[45-49],1398.0,46.3681592,,265.32548871
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age50_54,[50-54],2250.0,51.24117513,,483.0399313
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age55_59,[55-59],3162.0,53.53877413,,826.01880878
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age60_64,[60-64],4098.0,55.71719918,,1345.3709783
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age65_69,[65-69],5005.0,57.78111291,,2061.3673806
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age70_74,[70-74],6196.0,59.04888974,,3193.814433
NAC,North America and the Caribbean,CAN,Canada,1963,Male,Age85_over,[85+],5355.0,64.17016177,,13591.370558
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age_all,[All],30741.0,50.01301533,346.03396716,328.37335498
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age00,[0],15.0,0.28896166,,6.64599025
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age01_04,[1-4],6.0,0.73260073,,0.67226891
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age05_09,[5-9],10.0,2.12314225,,0.95410743
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age10_14,[10-14],11.0,3.98550725,,1.1453561
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age15_19,[15-19],27.0,6.10859729,,3.44563553
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age20_24,[20-24],35.0,8.92857143,,5.55555556
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age25_29,[25-29],39.0,9.58230958,,6.65756231
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age30_34,[30-34],83.0,15.2854512,,13.57096141
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age35_39,[35-39],156.0,18.3745583,,24.28771602
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age40_44,[40-44],249.0,20.52761748,,42.1319797
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age45_49,[45-49],467.0,27.00983227,,89.98073218
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age50_54,[50-54],744.0,32.1799308,,165.70155902
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age55_59,[55-59],1131.0,39.08085695,,308.17438692
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age60_64,[60-64],1902.0,47.58568927,,626.89518787
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age65_69,[65-69],2942.0,55.36319157,,1155.9921415
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age70_74,[70-74],4409.0,61.03266888,,2085.6196783
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age75_79,[75-79],5698.0,64.71323112,,3766.0277594
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age80_84,[80-84],5928.0,67.73308958,,6998.8193625
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age_unknown,[Unknown],2.0,40.0,,
NAC,North America and the Caribbean,CAN,Canada,1963,Female,Age85_over,[85+],6887.0,70.0539111,,13691.848907
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age75_79,[75-79],12587.0,63.1117128,,4240.902965
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age_unknown,[Unknown],2.0,18.18181818,,
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age80_84,[80-84],11991.0,66.561199,,7210.4630186
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age_all,[All],72828.0,49.93349332,418.03391624,378.62230309
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age00,[0],36.0,0.32232071,,8.0
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age01_04,[1-4],21.0,1.11346766,,1.14528796
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age05_09,[5-9],16.0,1.40969163,,0.73360844
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age10_14,[10-14],26.0,3.39869281,,1.297211
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age15_19,[15-19],44.0,3.0877193,,2.59955099
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age20_24,[20-24],66.0,4.21455939,,5.03547723
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age25_29,[25-29],126.0,10.14492754,,10.72705602
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age30_34,[30-34],228.0,14.04805915,,18.4690158
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age35_39,[35-39],507.0,22.97236067,,39.57227599
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age40_44,[40-44],1089.0,31.88872621,,90.13408376
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age45_49,[45-49],1951.0,41.30849037,,184.38710897
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age50_54,[50-54],3161.0,45.8115942,,336.16930767
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age55_59,[55-59],4307.0,48.66116823,,555.59855521
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age60_64,[60-64],6121.0,51.93890539,,982.81952473
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age65_69,[65-69],7827.0,55.91513073,,1548.3679525
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age70_74,[70-74],10422.0,59.86558677,,2570.1602959
NAC,North America and the Caribbean,CAN,Canada,1964,All,Age85_over,[85+],12300.0,69.17496204,,13113.006397
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age_all,[All],42382.0,49.40836335,506.8976953,436.99991751
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age00,[0],27.0,0.41756882,,11.71366594
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age01_04,[1-4],9.0,0.84427767,,0.96010241
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age05_09,[5-9],10.0,1.3986014,,0.89637863
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age10_14,[10-14],13.0,2.73684211,,1.26816896
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age15_19,[15-19],20.0,1.98216056,,2.31508276
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age20_24,[20-24],36.0,3.05084746,,5.47861817
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age25_29,[25-29],69.0,7.9401611,,11.75268268
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age30_34,[30-34],139.0,12.95433364,,22.12318956
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age35_39,[35-39],375.0,26.78571429,,58.3294447
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age40_44,[40-44],821.0,37.59157509,,137.13044931
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age45_49,[45-49],1480.0,48.62023653,,278.77189678
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age50_54,[50-54],2377.0,52.42611381,,498.53187919
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age55_59,[55-59],3143.0,53.19004908,,796.90669371
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age60_64,[60-64],4333.0,55.57265615,,1389.2273164
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age_unknown,[Unknown],1.0,11.11111111,,
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age65_69,[65-69],4974.0,56.97594502,,2023.5964199
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age70_74,[70-74],6173.0,59.21910975,,3205.0882658
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age75_79,[75-79],6887.0,61.40882746,,4919.2857143
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age80_84,[80-84],6100.0,64.41393875,,7810.4993598
NAC,North America and the Caribbean,CAN,Canada,1964,Male,Age85_over,[85+],5395.0,65.71254568,,13062.953995
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age55_59,[55-59],1164.0,39.56492182,,305.67226891
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age_unknown,[Unknown],1.0,50.0,,
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age60_64,[60-64],1788.0,44.83450351,,575.10453522
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age_all,[All],30446.0,50.68335803,332.21709205,319.25424155
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age00,[0],9.0,0.19136721,,4.10022779
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age01_04,[1-4],12.0,1.46341463,,1.33898683
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age05_09,[5-9],6.0,1.42857143,,0.56316876
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age10_14,[10-14],13.0,4.48275862,,1.32761438
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age15_19,[15-19],24.0,5.76923077,,2.89610233
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age20_24,[20-24],30.0,7.77202073,,4.58996328
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age25_29,[25-29],57.0,15.28150134,,9.70212766
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age30_34,[30-34],89.0,16.18181818,,14.68162323
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age35_39,[35-39],132.0,16.35687732,,20.67993107
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age40_44,[40-44],268.0,21.77091795,,43.9704676
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age45_49,[45-49],471.0,28.05241215,,89.33990895
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age50_54,[50-54],784.0,33.13609467,,169.14778857
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age65_69,[65-69],2853.0,54.1571754,,1098.5752792
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age70_74,[70-74],4249.0,60.83035075,,1995.7726632
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age75_79,[75-79],5700.0,65.29957613,,3635.2040816
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age80_84,[80-84],5891.0,68.94090111,,6679.138322
NAC,North America and the Caribbean,CAN,Canada,1964,Female,Age85_over,[85+],6905.0,72.14502142,,13152.380952
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age_all,[All],75587.0,50.75030717,424.84633892,386.21940626
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age00,[0],25.0,0.25349828,,5.76834333
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age01_04,[1-4],20.0,1.12233446,,1.09499042
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age05_09,[5-9],17.0,1.40612076,,0.76787569
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age10_14,[10-14],27.0,3.3007335,,1.32352941
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age15_19,[15-19],50.0,3.33111259,,2.81040976
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age20_24,[20-24],79.0,4.91599253,,5.73586002
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age25_29,[25-29],107.0,8.05116629,,9.03029792
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age30_34,[30-34],249.0,15.79949239,,20.30995106
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age35_39,[35-39],524.0,22.9020979,,41.01119199
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age40_44,[40-44],1156.0,33.66336634,,93.34625323
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age45_49,[45-49],1855.0,39.05263158,,172.62237111
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age50_54,[50-54],3245.0,44.65391496,,336.61825726
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age55_59,[55-59],4474.0,48.98182614,,558.62155076
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age60_64,[60-64],6156.0,52.48081841,,962.32609035
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age65_69,[65-69],7884.0,55.57200254,,1530.5765871
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age70_74,[70-74],10668.0,60.02700878,,2612.7847171
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age75_79,[75-79],12935.0,63.42240745,,4273.2077965
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age80_84,[80-84],12605.0,66.90196911,,7311.4849188
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age_unknown,[Unknown],5.0,41.66666667,,
NAC,North America and the Caribbean,CAN,Canada,1965,All,Age85_over,[85+],13506.0,69.45744407,,14054.110302
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age75_79,[75-79],7127.0,61.85021262,,5068.9900427
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age_unknown,[Unknown],4.0,40.0,,
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age80_84,[80-84],6376.0,64.24828698,,7950.1246883
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age_all,[All],43892.0,50.33024493,517.87867901,445.02124122
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age00,[0],15.0,0.26661927,,6.75675676
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age01_04,[1-4],6.0,0.60728745,,0.64239829
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age05_09,[5-9],13.0,1.7287234,,1.14830845
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age10_14,[10-14],10.0,1.95694716,,0.95785441
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age15_19,[15-19],28.0,2.6119403,,3.08370044
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age20_24,[20-24],37.0,3.05028854,,5.32450712
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age25_29,[25-29],67.0,7.15811966,,11.34247503
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age30_34,[30-34],173.0,16.63461538,,27.70216173
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age35_39,[35-39],366.0,25.27624309,,56.81465383
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age40_44,[40-44],892.0,41.27718649,,145.4426871
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age45_49,[45-49],1422.0,47.62223711,,264.70588235
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age50_54,[50-54],2450.0,51.43816922,,503.39017875
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age55_59,[55-59],3340.0,54.59300425,,822.66009852
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age60_64,[60-64],4336.0,55.81874356,,1354.5766948
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age65_69,[65-69],5082.0,56.82021467,,2034.427542
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age70_74,[70-74],6300.0,59.60828839,,3269.3305656
NAC,North America and the Caribbean,CAN,Canada,1965,Male,Age85_over,[85+],5848.0,66.03432701,,13957.040573
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age_all,[All],31695.0,51.34373329,335.92794671,326.47994973
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age_unknown,[Unknown],1.0,50.0,,
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age00,[0],10.0,0.23607177,,4.73036897
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age01_04,[1-4],14.0,1.76322418,,1.56862745
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age05_09,[5-9],4.0,0.87527352,,0.36975411
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age10_14,[10-14],17.0,5.53745928,,1.70682731
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age15_19,[15-19],22.0,5.12820513,,2.52554242
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age20_24,[20-24],42.0,10.65989848,,6.15474795
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age25_29,[25-29],40.0,10.17811705,,6.73174015
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age30_34,[30-34],76.0,14.17910448,,12.63507897
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age35_39,[35-39],158.0,18.80952381,,24.94080505
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age40_44,[40-44],264.0,20.7384132,,42.23324268
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age45_49,[45-49],433.0,24.54648526,,80.57312989
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age50_54,[50-54],795.0,31.74920128,,166.56191075
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age55_59,[55-59],1134.0,37.5994695,,287.16130666
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age60_64,[60-64],1820.0,45.93639576,,569.46182728
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age65_69,[65-69],2802.0,53.44268549,,1056.1628345
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age70_74,[70-74],4368.0,60.64139942,,2025.974026
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age75_79,[75-79],5808.0,65.46438233,,3582.9734732
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age80_84,[80-84],6229.0,69.85533251,,6755.9652928
NAC,North America and the Caribbean,CAN,Canada,1965,Female,Age85_over,[85+],7658.0,72.32033242,,14129.151292
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age_all,[All],75298.0,50.2445567,410.10855067,376.21160341
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age_unknown,[Unknown],2.0,13.33333333,,
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age00,[0],17.0,0.18973214,,4.24575425
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age01_04,[1-4],11.0,0.62393647,,0.6121654
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age05_09,[5-9],20.0,1.74064404,,0.86926287
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age10_14,[10-14],22.0,2.34541578,,1.05082155
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age15_19,[15-19],45.0,2.68016677,,2.44857982
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age20_24,[20-24],74.0,4.28488709,,5.06398412
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age25_29,[25-29],130.0,9.53079179,,10.46867451
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age30_34,[30-34],212.0,13.1025958,,17.07336716
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age35_39,[35-39],522.0,22.68578879,,40.58466801
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age40_44,[40-44],1059.0,30.79383542,,84.24821002
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age45_49,[45-49],1935.0,39.21767329,,177.52293578
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age50_54,[50-54],3216.0,44.12127864,,325.407265
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age55_59,[55-59],4575.0,48.33086837,,560.45571481
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age60_64,[60-64],6258.0,52.26323701,,943.32227917
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age65_69,[65-69],7991.0,54.66548091,,1502.9151777
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age70_74,[70-74],10418.0,59.15956843,,2438.670412
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age75_79,[75-79],12433.0,62.81196322,,4138.8149134
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age80_84,[80-84],12491.0,65.56611202,,7041.1499436
NAC,North America and the Caribbean,CAN,Canada,1966,All,Age85_over,[85+],13867.0,68.7369882,,13463.106796
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age_all,[All],43425.0,49.39542502,504.62521787,431.90475717
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age_unknown,[Unknown],2.0,20.0,,
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age00,[0],8.0,0.15570261,,3.90625
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age01_04,[1-4],5.0,0.50607287,,0.54118411
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age05_09,[5-9],11.0,1.64424514,,0.93792633
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age10_14,[10-14],15.0,2.41935484,,1.40016802
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age15_19,[15-19],20.0,1.65016502,,2.15285253
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age20_24,[20-24],43.0,3.24773414,,5.91390455
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age25_29,[25-29],84.0,8.57142857,,13.55932203
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age30_34,[30-34],122.0,11.57495256,,19.34972244
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age35_39,[35-39],395.0,27.12912088,,60.78793475
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age40_44,[40-44],808.0,37.65144455,,129.3420842
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age45_49,[45-49],1474.0,47.38026358,,271.55490052
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age50_54,[50-54],2472.0,50.91658084,,496.08669476
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age55_59,[55-59],3375.0,53.1412376,,816.40058055
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age60_64,[60-64],4335.0,54.80404551,,1313.6363636
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age65_69,[65-69],5113.0,55.42547425,,2005.8846607
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age70_74,[70-74],6138.0,58.19112628,,3087.5251509
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age75_79,[75-79],6675.0,60.13513514,,4802.1582734
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age80_84,[80-84],6290.0,62.87485006,,7794.2998761
NAC,North America and the Caribbean,CAN,Canada,1966,Male,Age85_over,[85+],6040.0,65.56665219,,13981.481481
NAC,North America and the Caribbean,CAN,Canada,1966,Female,Age_all,[All],31873.0,51.44955609,321.78691136,319.99397621
NAC,North America and the Caribbean,CAN,Canada,1966,Female,Age_unknown,[Unknown],0.0,0.0,,
NAC,North America and the Caribbean,CAN,Canada,1966,Female,Age00,[0],9.0,0.23547881,,4.60122699
NAC,North America and the Caribbean,CAN,Canada,1966,Female,Age01_04,[1-4],6.0,0.77419355,,0.68728522
NAC,North America and the Caribbean,CAN,Canada,1966,Female,Age05_09,[5-9],9.0,1.875,,0.79787234
NAC,North America and the Caribbean,CAN,Canada,1966,Female,Age10_14,[10-14],7.0,2.20125786,,0.68473051
NAC,North America and the Caribbean,CAN,Canada,1966,Female,Age15_19,[15-19],25.0,5.35331906,,2.75088028
NAC,North America and the Caribbean,CAN,Canada,1966,Female,Age20_24,[20-24],31.0,7.69230769,,4.22228276
NAC,North America and the Caribbean,CAN,Canada,1966,Female,Age25_29,[25-29],46.0,11.97916667,,7.39193315
NAC,North America and the Caribbean,CAN,Canada,1966,Female,Age30_34,[30-34],90.0,15.95744681,,14.72513089
NAC,North America and the Caribbean,CAN,Canada,1966,Female,Age35_39,[35-39],127.0,15.0295858,,19.95600251
NAC,North America and the Caribbean,CAN,Canada,1966,Female,Age40_44,[40-44],251.0,19.41221964,,39.69634667
